**** BEGIN LOGGING AT Wed Apr 18 22:05:42 2018

Apr 18 22:05:42 *	Now talking on #shade
Apr 19 22:57:47 <rustk1ng>	jynxeddd: hey b4nny ( ° ͜ʖ͡°)╭∩╮
Apr 19 22:57:48 <xxm17xx>	wait is it 44 right now?
Apr 19 22:57:49 <ev_vvv>	hey b4nny ( ° ͜ʖ͡°)╭∩╮
**** ENDING LOGGING AT Thu Apr 19 22:57:50 2018

**** BEGIN LOGGING AT Thu Apr 19 22:57:50 2018

Apr 19 22:57:50 <grendal27>	#secondplaceb4nny
Apr 19 22:57:50 <nicell>	score?
Apr 19 22:57:51 <misterslin>	!points
Apr 19 22:57:51 <streamelements>	@MR_SLIN, MR_SLIN has 4002 points and is rank 38/14868 on the leaderboard.
Apr 19 22:57:51 <moshes_w_wolves>	( ° ͜ʖ͡°)╭∩╮
Apr 19 22:57:53 <dylaan>	what map is this?
Apr 19 22:57:54 <bhsr>	Spam DoritosChip this sigh47CHEETO dorito DoritosChip to sigh47CHEETO help DoritosChip the sigh47CHEETO cheeto DoritosChip
Apr 19 22:57:56 <yellwcape>	!points
Apr 19 22:57:56 <streamelements>	@yellwcape, yellwcape has 515 points and is rank 598/14868 on the leaderboard.
Apr 19 22:57:56 <nazaraaaa>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ .
Apr 19 22:57:56 <bballdaniel3>	im glad that ascent is actyually putting up a fight
Apr 19 22:57:58 <truktruk>	bet it all slin
Apr 19 22:57:58 <joshiej4y>	Score?
Apr 19 22:58:00 *	jtv removes channel operator status from misterslin
Apr 19 22:58:00 <rustk1ng>	( ° ͜ʖ͡°)╭∩╮
Apr 19 22:58:01 <crazyycow>	boinielo tilto
Apr 19 22:58:01 <n00bil_>	what's the score??
Apr 19 22:58:02 <progradetf2>	slemnish is carrying
Apr 19 22:58:02 <scirios>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ
Apr 19 22:58:02 <1hugges>	"yeah lets coordinate a bit more"
Apr 19 22:58:04 <yellwcape>	!roulette 15
Apr 19 22:58:04 <xan62>	ASS SCENT COMEBACKKKK
Apr 19 22:58:04 *	streamelements yellwcape lost 15 points in roulette and now has 500 points! FeelsBadMan
Apr 19 22:58:05 <twlngo>	Spam DoritosChip this sigh47CHEETO dorito DoritosChip to sigh47CHEETO help DoritosChip the sigh47CHEETO cheeto DoritosChip
Apr 19 22:58:05 <currybowl>	Kreygasm
Apr 19 22:58:05 <corvosnow>	!points
Apr 19 22:58:05 <skeez_>	!roulette all
Apr 19 22:58:05 <streamelements>	@corvosnow, corvosnow has 20 points and is rank 7077/14868 on the leaderboard.
Apr 19 22:58:06 <admiiral__>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ
Apr 19 22:58:06 <qjkxkcd>	3rd place b4nny cheer1 cheer1
Apr 19 22:58:06 <b3arodactyl>	Spam DoritosChip this sigh47CHEETO dorito DoritosChip to sigh47CHEETO help DoritosChip the sigh47CHEETO cheeto DoritosChip
Apr 19 22:58:07 <iamzim101>	!points
Apr 19 22:58:07 <streamelements>	@iamzim101, iamzim101 has 1510 points and is rank 146/14868 on the leaderboard.
Apr 19 22:58:11 <immaturellama>	!roulette all
Apr 19 22:58:11 *	streamelements immaturellama went all in and lost every single one of his 170 points LUL
Apr 19 22:58:14 <progradetf2>	!duel truktruk 2000
Apr 19 22:58:14 <streamelements>	@progradeTF2, truktruk only has 5 points LUL
Apr 19 22:58:17 <nicell>	!WhatIsTheScoreInThisMatchUp?
Apr 19 22:58:18 <truktruk>	LMAO
Apr 19 22:58:18 <jellyfilleddonuts>	!points
Apr 19 22:58:18 <streamelements>	@JellyFilledDonuts, JellyFilledDonuts has 4284 points and is rank 35/14868 on the leaderboard.
Apr 19 22:58:19 <progradetf2>	o no
Apr 19 22:58:19 <scirios>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog
Apr 19 22:58:20 <k4cks>	whats the score??
Apr 19 22:58:20 <yight2>	yight2Woah
Apr 19 22:58:20 <protooooooo>	Spam DoritosChip this sigh47CHEETO dorito DoritosChip to sigh47CHEETO help DoritosChip the sigh47CHEETO cheeto DoritosChip
Apr 19 22:58:21 <br0king>	4-4 o.o
Apr 19 22:58:21 <currybowl>	thats prob the round lol
Apr 19 22:58:21 <4gottenz>	omg
Apr 19 22:58:22 <crazyycow>	L M A O
Apr 19 22:58:22 <k_r_a_f_t>	shdeHeart WE shdeHeart MUST shdeHeart DOUBLE shdeHeart OUR shdeHeart SHADE shdeHeart SUPPORT shdeHeart
Apr 19 22:58:22 <libras>	4-4
Apr 19 22:58:23 <skyf00gle>	LOL
Apr 19 22:58:23 <skeez_>	WHOA
Apr 19 22:58:23 <itsjoshhhhhhh>	4-4
Apr 19 22:58:23 <vovnsons>	cringe
Apr 19 22:58:23 <corvekson>	LOL
Apr 19 22:58:24 <skrublord99>	THE COMEBACK
Apr 19 22:58:24 <waytoolongalofa>	oof
Apr 19 22:58:24 <corvosnow>	!roulette all
Apr 19 22:58:24 *	streamelements corvosnow went all in and lost every single one of his 20 points LUL
Apr 19 22:58:24 <gungown>	4-4
Apr 19 22:58:24 <itsjoshhhhhhh>	POGGERS
Apr 19 22:58:24 <jynxeddd>	CROMBLE LuL
Apr 19 22:58:25 <mitchc__>	!points
Apr 19 22:58:25 <truktruk>	ヽ༼ຈل͜ຈ༽ﾉ RAISE YOUR DONGERS ヽ༼ຈل͜ຈ༽ﾉ
Apr 19 22:58:25 <streamelements>	@MitchC__, MitchC__ has 0 points and is rank 14587/14868 on the leaderboard.
Apr 19 22:58:25 <arryulive>	holy shit
Apr 19 22:58:26 <kobaiatf_>	LuL
Apr 19 22:58:26 <opscrubs>	4-4
Apr 19 22:58:26 <mcfoolin>	OMG
Apr 19 22:58:26 <malkraz>	FROYO FRAUD
Apr 19 22:58:26 <libras>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 19 22:58:26 <yellwcape>	:O:O :O
Apr 19 22:58:27 <ram________>	le cringe
Apr 19 22:58:27 <crazyycow>	C R O M B L E
Apr 19 22:58:27 <arryulive>	the throw
Apr 19 22:58:27 <supahkiwi_>	COMEBACK POGGERS
Apr 19 22:58:27 <blaaa>	4 - 4
Apr 19 22:58:27 <yourtraumaqueen>	ASCENT
Apr 19 22:58:28 <etherr_>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ
Apr 19 22:58:28 <buttcrackseed>	o lordy
Apr 19 22:58:29 <dubitable>	COMEBCAK
Apr 19 22:58:29 <skrublord99>	HOLY FUCK
Apr 19 22:58:29 <nazaraaaa>	GO ASCENT
Apr 19 22:58:30 <n00bil_>	Oh shit
Apr 19 22:58:30 <azaza909>	jesus fuck
Apr 19 22:58:30 <lux09>	LUL
Apr 19 22:58:31 <juse__>	POGGERS
Apr 19 22:58:31 <mathemaphysicist>	!Gg
Apr 19 22:58:31 <barkbarkbark>	tatuwaRrior12 tatuwaRrior12 tatuwaRrior12 tatuwaRrior12 tatuwaRrior12 tatuwaRrior12 tatuwaRrior12 tatuwaRrior12 tatuwaRrior12 tatuwaRrior12
Apr 19 22:58:31 <ps3ia>	COME BACKKKKKKKKKKKKKK
Apr 19 22:58:31 <yellwcape>	THIS IS IT BOIS
Apr 19 22:58:31 <scirios>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog .
Apr 19 22:58:31 <n00bil_>	No way
Apr 19 22:58:31 <tohca>	wow b4nny we know you need the money but throwing in the grand finals isnt cool bro okay
Apr 19 22:58:32 <bork_oof>	NOT THE CRUMBLE
Apr 19 22:58:32 <4gottenz>	is this real life
Apr 19 22:58:32 <aim>	aim1Last
Apr 19 22:58:32 <nazaraaaa>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ .
Apr 19 22:58:32 <ostric4>	OH NO monkaS
Apr 19 22:58:33 <input_user>	!roulette 5
Apr 19 22:58:33 <jetz_>	: OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT
Apr 19 22:58:33 <promenadetf>	LETS GO ASCENT BOIS
Apr 19 22:58:33 *	streamelements Input_user lost 5 points in roulette and now has 15 points! FeelsBadMan
Apr 19 22:58:33 <nightfaul>	monkaX
Apr 19 22:58:33 <arryulive>	C R U M B L E
Apr 19 22:58:33 <gungown>	LE CROMBLE
Apr 19 22:58:33 <n00bil_>	:(
Apr 19 22:58:33 <sandskeleton>	wow dam
Apr 19 22:58:34 <moshes_w_wolves>	bannySweat bannySweat bannySweat bannySweat
Apr 19 22:58:34 <frootaloo>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog
Apr 19 22:58:34 <h5tf2>	yight2Woah
Apr 19 22:58:34 <moomin8>	is this scrim?
Apr 19 22:58:34 <catjaz63>	LUL EZ
Apr 19 22:58:35 <carcin>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 19 22:58:35 <vovnsons>	zike1017FeelsBoshyMan zike1017FeelsBoshyMan zike1017FeelsBoshyMan zike1017FeelsBoshyMan
Apr 19 22:58:35 <nicell>	o SHIT
Apr 19 22:58:36 <bunnespin>	1-4 monkaS
Apr 19 22:58:36 <scirios>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog F
Apr 19 22:58:36 <bhsr>	THIS SEASON
Apr 19 22:58:36 <jynxeddd>	C U M B A K
Apr 19 22:58:38 <fourteentheagle>	https://clips.twitch.tv/EndearingPatientTildeHeyGirl
Apr 19 22:58:38 <seniorsoda>	MAL
Apr 19 22:58:39 <maemaeee>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog
Apr 19 22:58:39 <liam_i3>	is it 4-4?
Apr 19 22:58:40 <commodoreredshirt>	PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp
Apr 19 22:58:40 <mcfoolin>	THROYO
Apr 19 22:58:40 <flamedenemy>	:D :D
Apr 19 22:58:40 <witnesstf2>	F R A U D D E T E C T E D
Apr 19 22:58:41 <sabretf2>	I cant take the stress bois
Apr 19 22:58:41 <brutaltf>	@Moomin8 grand finals
Apr 19 22:58:41 <seniorsoda>	MAL OMEGALUL
Apr 19 22:58:42 <mathemaphysicist>	aim1Last aim1Last
Apr 19 22:58:42 <protooooooo>	how tf is it this close
Apr 19 22:58:43 <ps3ia>	-_-
Apr 19 22:58:43 <barkbarkbark>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog
Apr 19 22:58:44 <etherr_>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 19 22:58:44 <corvosnow>	@Moomin8 This is grand finals
Apr 19 22:58:45 <moshes_w_wolves>	lavak3DED lavak3DED lavak3DED lavak3DED lavak3AYS
Apr 19 22:58:45 <bhsr>	4-0 5-4 3 TIMES
Apr 19 22:58:45 <lavis01>	b4nny suprisingly calm...
Apr 19 22:58:46 <zirtonic>	Liam_i3 it is
Apr 19 22:58:47 <skyf00gle>	THIS IS WHAT WE WAITED FOR
Apr 19 22:58:47 <tambbo>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT
Apr 19 22:58:48 <bhsr>	LOLOLOL
Apr 19 22:58:49 <putridgoblin>	FBtouchdown ITS GOOD FBtouchdown
Apr 19 22:58:49 <rythmitic>	ascent is the possible FROYO killers? flare2Bahrooscooppartner
Apr 19 22:58:49 <lux0r>	forsenC forsenC forsenC forsenC
Apr 19 22:58:50 <scirios>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog .
Apr 19 22:58:50 <yellwcape>	aim1Last aim1Last aim1Last aim1Last aim1Last
Apr 19 22:58:51 <chance_l>	FBtouchdown ITS FBtouchdown GOODFBtouchdown
Apr 19 22:58:51 <admiiral__>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ
Apr 19 22:58:52 <therealrhymetime>	What are they playing to?
Apr 19 22:58:53 <tozs_>	!roulette all until you lose everything if froyo loses fellas
Apr 19 22:58:53 <phorofor_>	ASCENT CAME BACK FROM BEING DOWN 4-0
Apr 19 22:58:53 <rredccolour>	!points
Apr 19 22:58:53 *	streamelements tozs_ went all in and lost every single one of his 10 points LUL
Apr 19 22:58:53 <audaxthebold>	O_O
Apr 19 22:58:54 <apt____>	can b4nny just lose already
Apr 19 22:58:54 <ram________>	DO IT FOR PADDIE (rip)
Apr 19 22:58:55 <misterslin>	any b4nny subs in chat
Apr 19 22:58:55 <apt____>	goddamn
Apr 19 22:58:56 <pr_reece>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR
Apr 19 22:58:56 <jimijam>	and now froyo takes it back
Apr 19 22:58:56 <beestf>	rando is rock hard rn
Apr 19 22:58:57 <currybowl>	what in the fuck
Apr 19 22:58:57 <gungown>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown FBtouchdown ITS FBtouchdown GOOD FBtouchdown FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 19 22:58:58 <vulcantf>	!points
Apr 19 22:58:58 <streamelements>	@vulcanTF, vulcanTF has 25 points and is rank 5854/14868 on the leaderboard.
Apr 19 22:58:59 <mtiga>	hello gameplay, stv broke
Apr 19 22:59:00 <jynxeddd>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog .
Apr 19 22:59:02 <nazaraaaa>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ .
Apr 19 22:59:03 <liam_i3>	!roulette 20
Apr 19 22:59:03 <waytoolongalofa>	b4nny? more like gr4nny
Apr 19 22:59:03 *	streamelements Liam_i3 lost 20 points in roulette and now has 790 points! FeelsBadMan
Apr 19 22:59:04 <vulcantf>	!betall
Apr 19 22:59:04 <itsjoshhhhhhh>	froyo don't deserve
Apr 19 22:59:05 <moomin8>	@brutaltf how come TFTV hasnt started a cast yet?
Apr 19 22:59:07 <jetz_>	: OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT
Apr 19 22:59:10 <pr_reece>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog .
Apr 19 22:59:10 <commodoreredshirt>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog .
Apr 19 22:59:10 <scirios>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog
Apr 19 22:59:10 <vulcantf>	!roulette all
Apr 19 22:59:10 *	jtv gives channel operator status to misterslin
Apr 19 22:59:10 <azazeltf2>	stv is down
Apr 19 22:59:10 *	streamelements vulcanTF went all in and lost every single one of his 25 points LUL
Apr 19 22:59:11 <corvosnow>	@MR_SLIN bannyChamp bannyChamp bannyChamp
Apr 19 22:59:14 <vulcantf>	uh oh
Apr 19 22:59:14 <bballdaniel3>	slinG
Apr 19 22:59:15 <brutaltf>	@Moomin8 STV broken
Apr 19 22:59:15 <dellaaa>	score?
Apr 19 22:59:18 <gungown>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 19 22:59:18 <crazyycow>	4-4
Apr 19 22:59:19 <input_user>	@Moomin8 STV isn't working
Apr 19 22:59:19 <zeekaptain>	@MR_SLIN bannyCat /
Apr 19 22:59:20 <bhsr>	@misterslin n-no? bannySweat bannySweat bannySweat
Apr 19 22:59:20 <skeez_>	monkaS
Apr 19 22:59:21 <moomin8>	@brutaltf i see....
Apr 19 22:59:22 <taggerson>	!roulette 150
Apr 19 22:59:22 *	streamelements TAGgerson won 150 points in roulette and now has 445 points! FeelsGoodMan
Apr 19 22:59:22 <twlngo>	4-4 monkaS
Apr 19 22:59:24 <romssssssss>	!roulette 2
Apr 19 22:59:25 *	streamelements romssssssss lost 2 points in roulette and now has 78 points! FeelsBadMan
Apr 19 22:59:26 <ps3ia>	slinP1 slinP2
Apr 19 22:59:28 <turbolish>	interesting that shade like never presses tab
Apr 19 22:59:30 <jynxeddd>	monkaS
Apr 19 22:59:31 <moomin8>	first map?
Apr 19 22:59:32 <turbolish>	jk
Apr 19 22:59:34 <promenadetf>	!POINTS
Apr 19 22:59:35 <streamelements>	@promenadetf, promenadetf has 0 points and is rank 14529/14868 on the leaderboard.
Apr 19 22:59:35 <romssssssss>	!roulette 1
Apr 19 22:59:35 <malkraz>	is this the last minute cart push of competitive TF2
Apr 19 22:59:37 <skrublord99>	ascent please
Apr 19 22:59:37 <bo4rg>	forsen1 forsen2
Apr 19 22:59:38 <grendal27>	FBtouchdown ITS FBtouchdown SHIT FBtouchdown FBtouchdown ITS FBtouchdown SHIT FBtouchdown FBtouchdown ITS FBtouchdown SHIT
Apr 19 22:59:38 <mr_meow_meow0>	!roulette
Apr 19 22:59:38 <skyf00gle>	DON'T DROP
Apr 19 22:59:39 <alightshiningindarkn3ss>	did ascent just win 4 in a row tho?
Apr 19 22:59:41 <crazyycow>	lmao
Apr 19 22:59:41 <ragorism>	asmonUH
Apr 19 22:59:41 <mr_meow_meow0>	!roulette 2
Apr 19 22:59:44 <nazaraaaa>	go ascent!
Apr 19 22:59:46 <crazyycow>	drops b4nny
Apr 19 22:59:47 <rredccolour>	!points
Apr 19 22:59:47 <streamelements>	@rredccolour, rredccolour has 155 points and is rank 1869/14869 on the leaderboard.
Apr 19 22:59:48 <dubitable>	@ALightShiningInDarkn3ss yes
Apr 19 22:59:48 <phorofor_>	@bo4rG boatyIQ
Apr 19 22:59:48 <masterduck>	bannySweat
Apr 19 22:59:48 <spacecadethx>	corsa hitting the meat
Apr 19 22:59:49 <lux0r>	forsen1 forsen2
Apr 19 22:59:49 <nazaraaaa>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ .
Apr 19 22:59:51 <currybowl>	is nursey ded
Apr 19 22:59:52 <corvosnow>	God this is intense
Apr 19 22:59:56 <brutaltf>	"protect shade"
Apr 19 22:59:56 <gungown>	monkaS
Apr 19 22:59:58 <n00bil_>	can shade hit 1000 views :O
Apr 19 22:59:59 <ps3ia>	monkaS
Apr 19 23:00:00 <misterslin>	!roulette 350
Apr 19 23:00:00 *	streamelements MR_SLIN won 350 points in roulette and now has 4352 points! FeelsGoodMan
Apr 19 23:00:02 <brutaltf>	"protect shade" btw
Apr 19 23:00:02 <corunson>	Score?
Apr 19 23:00:05 <rredccolour>	!roulette all
Apr 19 23:00:05 *	streamelements PogChamp rredccolour went all in and won 155 points PogChamp he now has 310 points FeelsGoodMan
Apr 19 23:00:05 *	jtv removes channel operator status from corunson
Apr 19 23:00:05 <itsjoshhhhhhh>	rip
Apr 19 23:00:05 <jynxeddd>	gg
Apr 19 23:00:07 <crazyycow>	YOMPS CARRY
Apr 19 23:00:08 <k_r_a_f_t>	4-4
Apr 19 23:00:08 <squidie_>	4-4
Apr 19 23:00:08 <jetz_>	Me corBa SMOrc
Apr 19 23:00:09 <commodoreredshirt>	rip
Apr 19 23:00:09 <zirtonic>	4-4 Corunson
Apr 19 23:00:10 <wild_rumpus>	gg
Apr 19 23:00:10 <mcsuccboy>	yomps skill stick kill taggO
Apr 19 23:00:10 <frootaloo>	!roulette 150
Apr 19 23:00:10 *	streamelements Frootaloo won 150 points in roulette and now has 535 points! FeelsGoodMan
Apr 19 23:00:11 <juse__>	YOMPS PLAYING MINECRAFT PogChamp
Apr 19 23:00:12 <bhsr>	Now that the hud has that thing on top is there still a need to press tab
Apr 19 23:00:13 <skrublord99>	ASCENT PLEASE
Apr 19 23:00:14 <corunson>	oh man
Apr 19 23:00:14 <sabretf2>	i cant take the stress boys
Apr 19 23:00:14 <bo4rg>	forsenDiglett
Apr 19 23:00:18 <itsjoshhhhhhh>	froyo don't deserve
Apr 19 23:00:26 <dubitable>	@bhsr force of habit i guess
Apr 19 23:00:26 <phorofor_>	THIRD PLACE B4NNY
Apr 19 23:00:27 <jetz_>	SECOND PLACE BANNY
Apr 19 23:00:27 <moshes_w_wolves>	@Corunson 4 cromble - 4 lucky bitches
Apr 19 23:00:28 <rustk1ng>	hey b4nny ( ° ͜ʖ͡°)╭∩╮
Apr 19 23:00:29 <mellotf2_>	cmonBruh
Apr 19 23:00:32 <robotnick1234>	FBtouchdown IT'S GAY FBtouchdown FBtouchdown IT'S GAY FBtouchdown FBtouchdown IT'S GAY FBtouchdown
Apr 19 23:00:32 <scirios>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog
**** ENDING LOGGING AT Thu Apr 19 23:00:32 2018

**** BEGIN LOGGING AT Thu Apr 19 23:00:32 2018

Apr 19 23:00:35 <flamedenemy>	fear
Apr 19 23:00:36 <frootaloo>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog
Apr 19 23:00:37 <input_user>	!roulette all
Apr 19 23:00:37 <phorofor_>	CAN FROYO STILL GET THIRD PLACE ?????????????????????????????????????
Apr 19 23:00:38 <nazaraaaa>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ .
Apr 19 23:00:38 *	streamelements Input_user went all in and lost every single one of his 20 points LUL
Apr 19 23:00:38 <ram________>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT
Apr 19 23:00:39 <chance_l>	FBtouchdown
Apr 19 23:00:41 <streamelements>	Be sure to follow me on Twitter for updates and food and stuff: http://twitter.com/shadetf2
Apr 19 23:00:43 <gungown>	1ST PLACE BDONSKI !
**** ENDING LOGGING AT Thu Apr 19 23:00:44 2018

**** BEGIN LOGGING AT Thu Apr 19 23:00:44 2018

Apr 19 23:00:44 <del337>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog
Apr 19 23:00:44 <stephanie_>	!roulette all
Apr 19 23:00:45 *	streamelements PogChamp ら十モ尸廾 went all in and won 95 points PogChamp he now has 190 points FeelsGoodMan
Apr 19 23:00:48 <ev_vvv>	first place nursey :)
Apr 19 23:00:50 <yerbb1>	ascent pls win
Apr 19 23:00:51 <qjkxkcd>	WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT
Apr 19 23:00:51 <dubitable>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT
Apr 19 23:00:56 <admiiral__>	OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT
Apr 19 23:00:57 <scirios>	@zeekaptain U SEE THE SPAM I STARTED OhMyDog WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT OhMyDog
**** ENDING LOGGING AT Thu Apr 19 23:00:58 2018

**** BEGIN LOGGING AT Thu Apr 19 23:00:58 2018

Apr 19 23:00:58 <scratchhxd>	Bdonski first place after so many years of 2nd
Apr 19 23:01:01 <moshes_w_wolves>	b4nny on suicide watch after this one bannySweat
Apr 19 23:01:02 <bhsr>	SECOND PLACE YOMPS
Apr 19 23:01:02 <progradetf2>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ
Apr 19 23:01:03 <lense_>	WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT
Apr 19 23:01:04 <scratchhxd>	hes pissed
Apr 19 23:01:05 <brutaltf>	!roulette all
Apr 19 23:01:05 *	streamelements PogChamp brutaltf went all in and won 50 points PogChamp he now has 100 points FeelsGoodMan
Apr 19 23:01:05 <bhsr>	YOMPS IS CURSED
Apr 19 23:01:05 <phorofor_>	type 1 if u think b4nny should be banned
Apr 19 23:01:07 <brutaltf>	POG
Apr 19 23:01:08 <phorofor_>	1
Apr 19 23:01:08 <zeekaptain>	@scirios but mod will ban D:
Apr 19 23:01:09 <promenadetf>	1
Apr 19 23:01:09 <moomin8>	1
Apr 19 23:01:09 <skyf00gle>	1
Apr 19 23:01:10 <jetz_>	OhMyDog WE OhMyDog MUST OhMyDog MARMALOO OhMyDog OUR OhMyDog DOUBLE OhMyDog SUPPORT
Apr 19 23:01:10 <admiiral__>	1
Apr 19 23:01:11 <gungown>	1
Apr 19 23:01:11 <dubitable>	1
Apr 19 23:01:11 <mr_steal_youre_girl>	1
Apr 19 23:01:11 <ev_vvv>	1
Apr 19 23:01:11 <ram________>	1
Apr 19 23:01:11 <crazyycow>	WE OhMyDog MUST OhMyDog DOUBLE OhMyDog OUR OhMyDog MARMALOO OhMyDog SUPPORT
Apr 19 23:01:12 <spaceghostscoffee_>	1
Apr 19 23:01:13 <bhsr>	1
Apr 19 23:01:13 <scratchhxd>	1
Apr 19 23:01:13 <putridgoblin>	1
Apr 19 23:01:13 <jiyuunii>	COGGERS COGGERS COGGERS
Apr 19 23:01:14 <bork_oof>	1
Apr 19 23:01:15 <darkxk>	1
Apr 19 23:01:15 <azaza909>	1
Apr 19 23:01:15 <yellwcape>	ASCENT
Apr 19 23:01:15 <dogb>	1
Apr 19 23:01:16 <zefur_>	1
Apr 19 23:01:16 <4notso>	1
Apr 19 23:01:16 <bill_conagher>	What’s the score?
Apr 19 23:01:16 <nazaraaaa>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ .
Apr 19 23:01:17 <k_r_a_f_t>	1
Apr 19 23:01:18 <fly_xd>	1
Apr 19 23:01:18 <jax_sin>	1
Apr 19 23:01:19 <corvosnow>	Banned for what?
Apr 19 23:01:20 <chance_l>	1
Apr 19 23:01:21 <grendal27>	LUL
Apr 19 23:01:21 <rats_>	!gamble 40
Apr 19 23:01:21 *	streamelements rats_ lost 40 points in roulette and now has 30 points! FeelsBadMan
Apr 19 23:01:21 <raebeht>	1
Apr 19 23:01:21 <moshes_w_wolves>	4-4
Apr 19 23:01:21 <64a_rh0mbus>	1
Apr 19 23:01:22 <scirios>	1
Apr 19 23:01:22 <corrade_>	4 4 map 1
Apr 19 23:01:23 <ostric4>	score is 4-4
Apr 19 23:01:25 <bill_conagher>	What’s the score
Apr 19 23:01:25 <dhs_funds>	bus_parked
